Municipality name;Official municipality code (AGS);Name of municipality ass.;Code of municipality associations (RS)
Oranienbaum-Wörlitz, Stadt;15151043;Oranienbaum-Wörlitz, Stadt;150910241.0
Oranienbaum-Wörlitz, Stadt;15151048;Oranienbaum-Wörlitz, Stadt;150910241.0
Oranienbaum-Wörlitz, Stadt;15151050;Oranienbaum-Wörlitz, Stadt;150910241.0
Oranienbaum-Wörlitz, Stadt;15151062;Oranienbaum-Wörlitz, Stadt;150910241.0
Oranienbaum-Wörlitz, Stadt;15151064;Oranienbaum-Wörlitz, Stadt;150910241.0
Schkeuditz, Stadt;14374290;Schkeuditz, Stadt;147300270.0
Schkeuditz, Stadt;14374190;Schkeuditz, Stadt;147300270.0
Neustadt in Sachsen, Stadt;14287170;Neustadt in Sachsen, Stadt;146280260.0
Lauterhofen, Markt;9373444;Lauterhofen, Markt;93730140.0
Boxberg/O.L.;14284420;Boxberg/O.L.;146260060.0
Nordhausen, Stadt;16062044;Nordhausen, Stadt;160620041.0
Nordhausen, Stadt;16062047;Nordhausen, Stadt;160620041.0
Nordhausen, Stadt;16062052;Nordhausen, Stadt;160620041.0
Bleicherode, Stadt;16062042;Bleicherode, Stadt;160625054.0
Hörselberg-Hainich;16063095;Hörselberg-Hainich;160630098.0
Hörselberg-Hainich;16063096;Hörselberg-Hainich;160630098.0
Bad Frankenhausen/Kyffhäuser, Stadt;16065015;Bad Frankenhausen/Kyffhäuser, Stadt;160650003.0
Sondershausen, Stadt;16065083;Sondershausen, Stadt;160650067.0
Grabfeld;16066004;Grabfeld;160660094.0
Grabfeld;16066007;Grabfeld;160660094.0
Grabfeld;16066011;Grabfeld;160660094.0
Grabfeld;16066021;Grabfeld;160660094.0
Grabfeld;16066034;Grabfeld;160660094.0
Grabfeld;16066046;Grabfeld;160660094.0
Grabfeld;16066054;Grabfeld;160660094.0
Grabfeld;16066055;Grabfeld;160660094.0
Grabfeld;16066066;Grabfeld;160660094.0
Grabfeld;16066091;Grabfeld;160660094.0
Friedrichroda, Stadt;16067015;Friedrichroda, Stadt;160670019.0
Friedrichroda, Stadt;16067017;Friedrichroda, Stadt;160670019.0
Am Ettersberg;16071035;Am Ettersberg;160715053.0
Großschwabhausen;16071033;Mellingen;160715008.0
Grammetal;16071091;Grammetal;160710103.0
Uhlstädt-Kirchhasel;16073029;Uhlstädt-Kirchhasel;160730109.0
Uhlstädt-Kirchhasel;16073032;Uhlstädt-Kirchhasel;160730109.0
Treben;16077053;Pleißenaue;160775004.0
Bördeland;15089040;Bördeland;150890042.0
Bördeland;15089080;Bördeland;150890042.0
Bördeland;15089085;Bördeland;150890042.0
Bördeland;15089160;Bördeland;150890042.0
Bördeland;15089190;Bördeland;150890042.0
Bördeland;15089335;Bördeland;150890042.0
Bördeland;15089370;Bördeland;150890042.0
Hohenstein-Ernstthal, Stadt;14173190;Hohenstein-Ernstthal, Stadt;145240120.0
Oberlungwitz, Stadt;14173100;Oberlungwitz, Stadt;145240230.0
Schwarzenberg/Erzgeb., Stadt;14191240;Schwarzenberg/Erzgeb., Stadt;145210550.0
Raschau-Markersbach;14191230;Raschau-Markersbach;145210500.0
Raschau-Markersbach;14191250;Raschau-Markersbach;145210500.0
Neusalza-Spremberg, Stadt;14286100;Neusalza-Spremberg;146265224.0
Gommern, Stadt;15086165;Gommern, Stadt;150860055.0
Sangerhausen, Stadt;15087480;Sangerhausen, Stadt;150870370.0
Aschersleben, Stadt;15089065;Aschersleben, Stadt;150890015.0
Aschersleben, Stadt;15089100;Aschersleben, Stadt;150890015.0
Aschersleben, Stadt;15089210;Aschersleben, Stadt;150890015.0
Wittenberg, Lutherstadt;15091115;Wittenberg, Lutherstadt;150910375.0
Coswig (Anhalt), Stadt;15091385;Coswig (Anhalt), Stadt;150910060.0
Bad Lauchstädt, Goethestadt;15088155;Bad Lauchstädt, Goethestadt;150880025.0
Bad Lauchstädt, Goethestadt;15088070;Bad Lauchstädt, Goethestadt;150880025.0
Bad Lauchstädt, Goethestadt;15088325;Bad Lauchstädt, Goethestadt;150880025.0
Genthin, Stadt;15086225;Genthin, Stadt;150860040.0
Ottendorf-Okrilla;14292280;Ottendorf-Okrilla;146250430.0
Glashütte, Stadt;14290380;Glashütte, Stadt;146280130.0
Oeversee;1059150;Oeversee;10595940.0
Oeversee;1059181;Oeversee;10595940.0
Schwentinental, Stadt;1057036;Schwentinental, Stadt;10570091.0
Schwentinental, Stadt;1057064;Schwentinental, Stadt;10570091.0
Ahlefeld-Bistensee;1058002;Hüttener Berge;10585890.0
Ahlefeld-Bistensee;1058017;Hüttener Berge;10585890.0
Westermoor;1061069;Breitenburg;10615104.0
Neukieritzsch;14379430;Neukieritzsch;147290320.0
Striegistal;14182450;Striegistal;145220540.0
Wettin-Löbejün, Stadt;15088090;Wettin-Löbejün, Stadt;150880216.0
Bad Dürrenberg, Stadt;15088270;Bad Dürrenberg, Stadt;150880020.0
Zahna-Elster, Stadt;15091050;Zahna-Elster, Stadt;150910391.0
Penzlin, Stadt;13056002;Penzliner Land;130715158.0
Burkhardtsdorf;14161000;Burkhardtsdorf;145215103.0
Amtsberg;14181010;Amtsberg;145210010.0
Annaberg-Buchholz, Stadt;14171010;Annaberg-Buchholz, Stadt;145210020.0
Aue-Bad Schlema, Stadt;14191040;Aue-Bad Schlema, Stadt;145210035.0
Aue-Bad Schlema, Stadt;14191270;Aue-Bad Schlema, Stadt;145210035.0
Lauter-Bernsbach, Stadt;14191070;Lauter-Bernsbach, Stadt;145210355.0
Crottendorf;14171050;Crottendorf;145210130.0
Ehrenfriedersdorf, Stadt;14171080;Ehrenfriedersdorf, Stadt;145210160.0
Gelenau/Erzgeb.;14171110;Gelenau/Erzgeb.;145210200.0
Großolbersdorf;14181130;Großolbersdorf;145210240.0
Großrückerswalde;14181140;Großrückerswalde;145210250.0
Grünhain-Beierfeld, Stadt;14191050;Grünhain-Beierfeld, Stadt;145210260.0
Hohndorf;14188100;Hohndorf;145210290.0
Jahnsdorf/Erzgeb.;14188125;Jahnsdorf/Erzgeb.;145210310.0
Johanngeorgenstadt, Stadt;14191180;Johanngeorgenstadt, Stadt;145210320.0
Jöhstadt, Stadt;14171190;Jöhstadt, Stadt;145210330.0
Lauter-Bernsbach, Stadt;14191190;Lauter-Bernsbach, Stadt;145210355.0
Mildenau;14171210;Mildenau;145210400.0
Neukirchen/Erzgeb.;14188180;Neukirchen/Erzgeb.;145210410.0
Oberwiesenthal, Kurort, Stadt;14171240;Oberwiesenthal, Kurort, Stadt;145210440.0
Oelsnitz/Erzgeb., Stadt;14188220;Oelsnitz/Erzgeb., Stadt;145210450.0
Olbernhau, Stadt;14181280;Olbernhau, Stadt;145210460.0
Olbernhau, Stadt;14181285;Olbernhau, Stadt;145210460.0
Pockau-Lengefeld, Stadt;14181310;Pockau-Lengefeld, Stadt;145210495.0
Raschau-Markersbach;14191255;Raschau-Markersbach;145210500.0
Schönheide;14191290;Schönheide;145210540.0
Stützengrün;14191320;Stützengrün;145210600.0
Thalheim/Erzgeb., Stadt;14188240;Thalheim/Erzgeb., Stadt;145210620.0
Annaberg-Buchholz, Stadt;14171340;Annaberg-Buchholz, Stadt;145210020.0
Thum, Stadt;14171320;Thum, Stadt;145210640.0
Wolkenstein, Stadt;14181390;Wolkenstein, Stadt;145210670.0
Marienberg, Stadt;14181410;Marienberg, Stadt;145210390.0
Bärenstein;14171030;Bärenstein-Königswalde;145215101.0
Königswalde;14171200;Bärenstein-Königswalde;145215101.0
Auerbach;14188020;Burkhardtsdorf;145215103.0
Burkhardtsdorf;14188050;Burkhardtsdorf;145215103.0
Eibenstock, Stadt;14191120;Eibenstock, Stadt;145210170.0
Eibenstock, Stadt;14191310;Eibenstock, Stadt;145210170.0
Elterlein, Stadt;14171090;Zwönitz;145215140.0
Geyer, Stadt;14171120;Geyer;145215110.0
Tannenberg;14171310;Geyer;145215110.0
Lugau/Erzgeb., Stadt;14188080;Lugau;145215115.0
Lugau/Erzgeb., Stadt;14188160;Lugau;145215115.0
Niederwürschnitz;14188210;Lugau;145215115.0
Marienberg, Stadt;14181260;Marienberg, Stadt;145210390.0
Scheibenberg, Stadt;14171250;Scheibenberg-Schlettau;145215130.0
Schlettau, Stadt;14171260;Scheibenberg-Schlettau;145215130.0
Deutschneudorf;14181060;Seiffen/Erzgeb.;145215132.0
Heidersdorf;14181170;Seiffen/Erzgeb.;145215132.0
Seiffen/Erzgeb., Kurort;14181350;Seiffen/Erzgeb.;145215132.0
Niederdorf;14188200;Stollberg/Erzgeb.;145215133.0
Stollberg/Erzgeb., Stadt;14188230;Stollberg/Erzgeb.;145215133.0
Gornau/Erzgeb.;14181110;Zschopau;145215138.0
Bockau;14191080;Zschorlau;145215139.0
Zschorlau;14191340;Zschorlau;145215139.0
Zwönitz, Stadt;14188110;Zwönitz;145215140.0
Zwönitz, Stadt;14188260;Zwönitz;145215140.0
Drebach;14181080;Drebach;145210150.0
Drebach;14181370;Drebach;145210150.0
Börnichen/Erzgeb.;14181030;Wildenstein;145215405.0
Grünhainichen;14181040;Wildenstein;145215405.0
Grünhainichen;14181380;Wildenstein;145215405.0
Augustusburg, Stadt;14177010;Augustusburg, Stadt;145220020.0
Bobritzsch-Hilbersdorf;14177020;Bobritzsch-Hilbersdorf;145220035.0
Leisnig, Stadt;14375020;Leisnig, Stadt;145220310.0
Brand-Erbisdorf, Stadt;14177030;Brand-Erbisdorf, Stadt;145220050.0
Claußnitz;14182080;Claußnitz;145220070.0
Eppendorf;14177080;Eppendorf;145220110.0
Erlau;14182100;Erlau;145220120.0
Frankenberg/Sa., Stadt;14182120;Frankenberg/Sa., Stadt;145220150.0
Frauenstein, Stadt;14177140;Frauenstein, Stadt;145220170.0
Geringswalde, Stadt;14182130;Geringswalde, Stadt;145220190.0
Großhartmannsdorf;14177170;Großhartmannsdorf;145220200.0
Großschirma, Stadt;14177180;Großschirma, Stadt;145220210.0
Großweitzschen;14375060;Großweitzschen;145220220.0
Hainichen, Stadt;14182150;Hainichen, Stadt;145220230.0
Halsbrücke;14177210;Halsbrücke;145220240.0
Hartha, Stadt;14375070;Hartha, Stadt;145220250.0
Hartmannsdorf;14182160;Hartmannsdorf;145220260.0
Königshain-Wiederau;14182200;Königshain-Wiederau;145220290.0
Kriebstein;14182210;Kriebstein;145220300.0
Leisnig, Stadt;14375090;Leisnig, Stadt;145220310.0
Lichtenau;14182040;Lichtenau;145220330.0
Lunzenau, Stadt;14182260;Lunzenau, Stadt;145220350.0
Roßwein, Stadt;14375110;Roßwein, Stadt;145220510.0
Mulda/Sa.;14177290;Mulda/Sa.;145220390.0
Neuhausen/Erzgeb.;14177300;Neuhausen/Erzgeb.;145220400.0
Niederwiesa;14177320;Niederwiesa;145220420.0
Oberschöna;14177330;Oberschöna;145220430.0
Penig, Stadt;14182330;Penig, Stadt;145220460.0
Rechenberg-Bienenmühle;14177350;Rechenberg-Bienenmühle;145220470.0
Rossau;14182360;Rossau;145220500.0
Striegistal;14182410;Striegistal;145220540.0
Wechselburg;14182460;Wechselburg;145220580.0
Burgstädt, Stadt;14182060;Burgstädt;145225102.0
Mühlau;14182300;Burgstädt;145225102.0
Taura;14182420;Burgstädt;145225102.0
Döbeln, Stadt;14375030;Döbeln, Stadt;145220080.0
Döbeln, Stadt;14375040;Döbeln, Stadt;145220080.0
Flöha, Stadt;14177110;Flöha, Stadt;145220140.0
Flöha, Stadt;14177120;Flöha, Stadt;145220140.0
Freiberg, Stadt, Universitätsstadt;14177150;Freiberg, Stadt, Universitätsstadt;145220180.0
Bobritzsch-Hilbersdorf;14177230;Bobritzsch-Hilbersdorf;145220035.0
Lichtenberg/Erzgeb.;14177270;Lichtenberg-Weißenborn;145225113.0
Weißenborn/Erzgeb.;14177400;Lichtenberg-Weißenborn;145225113.0
Altmittweida;14182020;Mittweida;145225119.0
Mittweida, Stadt, Hochschulstadt;14182280;Mittweida;145225119.0
Oederan, Stadt;14177130;Oederan, Stadt;145220440.0
Oederan, Stadt;14177340;Oederan, Stadt;145220440.0
Ostrau;14375140;Ostrau;145225123.0
Zschaitz-Ottewig;14375200;Ostrau;145225123.0
Königsfeld;14182190;Rochlitz;145225126.0
Rochlitz, Stadt;14182350;Rochlitz;145225126.0
Seelitz;14182390;Rochlitz;145225126.0
Zettlitz;14182480;Rochlitz;145225126.0
Roßwein, Stadt;14375120;Roßwein, Stadt;145220510.0
Döbeln, Stadt;14375160;Döbeln, Stadt;145220080.0
Dorfchemnitz;14177070;Sayda/Dorfchemnitz;145225129.0
Sayda, Stadt;14177380;Sayda/Dorfchemnitz;145225129.0
Waldheim, Stadt;14375180;Waldheim, Stadt;145220570.0
Döbeln, Stadt;14375190;Döbeln, Stadt;145220080.0
Adorf/Vogtl., Stadt;14178010;Adorf/Vogtl., Stadt;145230010.0
Bad Brambach;14178040;Bad Brambach;145230030.0
Bad Elster, Stadt;14178050;Bad Elster, Stadt;145230040.0
Ellefeld;14178140;Ellefeld;145230090.0
Elsterberg, Stadt;14178150;Elsterberg, Stadt;145230100.0
Lengenfeld, Stadt;14178290;Lengenfeld, Stadt;145230170.0
Reichenbach im Vogtland, Stadt;14178390;Reichenbach im Vogtland;145235125.0
Neumark;14178420;Neumark;145230280.0
Plauen, Stadt;14166000;Plauen, Stadt;145230320.0
Pöhl;14178490;Pöhl;145230330.0
Rodewisch, Stadt;14178540;Rodewisch, Stadt;145230360.0
Steinberg;14178620;Steinberg;145230380.0
Neustadt/Vogtl.;14178440;Falkenstein;145235107.0
Klingenthal, Stadt;14178250;Klingenthal, Stadt;145230160.0
Klingenthal, Stadt;14178750;Klingenthal, Stadt;145230160.0
Klingenthal, Stadt;14178160;Klingenthal, Stadt;145230160.0
Klingenthal, Stadt;14178330;Klingenthal, Stadt;145230160.0
Limbach;14178320;Netzschkau-Limbach;145235120.0
Netzschkau, Stadt;14178400;Netzschkau-Limbach;145235120.0
Bösenbrunn;14178080;Oelsnitz/Vogtl.;145235122.0
Eichigt;14178130;Oelsnitz/Vogtl.;145235122.0
Oelsnitz/Vogtl., Stadt;14178470;Oelsnitz/Vogtl.;145235122.0
Triebel/Vogtl.;14178700;Oelsnitz/Vogtl.;145235122.0
Pausa-Mühltroff, Stadt;14178380;Pausa-Mühltroff, Stadt;145230310.0
Pausa-Mühltroff, Stadt;14178480;Pausa-Mühltroff, Stadt;145230310.0
Heinsdorfergrund;14178220;Reichenbach im Vogtland;145235125.0
Reichenbach im Vogtland, Stadt;14178510;Reichenbach im Vogtland;145235125.0
Mühlental;14178370;Schöneck/Mühlental;145235131.0
Schöneck/Vogtl., Stadt;14178610;Schöneck/Mühlental;145235131.0
Neuensalz;14178410;Treuen/Neuensalz;145235134.0
Treuen, Stadt;14178680;Treuen/Neuensalz;145235134.0
Weischlitz;14178100;Weischlitz;145230450.0
Weischlitz;14178520;Weischlitz;145230450.0
Weischlitz;14178720;Weischlitz;145230450.0
Bergen;14178070;Jägerswald;145235402.0
Theuma;14178660;Jägerswald;145235402.0
Tirpersdorf;14178670;Jägerswald;145235402.0
Werda;14178730;Jägerswald;145235402.0
Rosenbach/Vogtl.;14178310;Rosenbach/Vogtl.;145230365.0
Rosenbach/Vogtl.;14178350;Rosenbach/Vogtl.;145230365.0
Rosenbach/Vogtl.;14178640;Rosenbach/Vogtl.;145230365.0
Muldenhammer;14178200;Muldenhammer;145230245.0
Muldenhammer;14178360;Muldenhammer;145230245.0
Muldenhammer;14178650;Muldenhammer;145230245.0
Callenberg;14173030;Callenberg;145240020.0
Fraureuth;14193100;Fraureuth;145240060.0
Gersdorf;14173060;Gersdorf;145240070.0
Glauchau, Stadt;14173070;Glauchau, Stadt;145240080.0
Langenbernsdorf;14193190;Langenbernsdorf;145240140.0
Langenweißbach;14193205;Langenweißbach;145240150.0
Lichtentanne;14193250;Lichtentanne;145240170.0
Mülsen;14193265;Mülsen;145240200.0
Neukirchen/Pleiße;14193300;Neukirchen/Pleiße;145240210.0
Reinsdorf;14193350;Reinsdorf;145240250.0
Werdau, Stadt;14193490;Werdau, Stadt;145240300.0
Wildenfels, Stadt;14193510;Wildenfels, Stadt;145240310.0
Wilkau-Haßlau, Stadt;14193520;Wilkau-Haßlau, Stadt;145240320.0
Zwickau, Stadt;14167000;Zwickau, Stadt;145240330.0
Crimmitschau, Stadt;14193020;Crimmitschau-Dennheritz;145245104.0
Dennheritz;14193080;Crimmitschau-Dennheritz;145245104.0
Crinitzberg;14193030;Kirchberg;145245111.0
Hartmannsdorf b. Kirchberg;14193140;Kirchberg;145245111.0
Hirschfeld;14193150;Kirchberg;145245111.0
Kirchberg, Stadt;14193160;Kirchberg;145245111.0
Limbach-Oberfrohna, Stadt;14173140;Limbach-Oberfrohna;145245114.0
Niederfrohna;14173180;Limbach-Oberfrohna;145245114.0
Meerane, Stadt;14173160;Meerane-Schönberg;145245118.0
Schönberg;14173240;Meerane-Schönberg;145245118.0
Hohenstein-Ernstthal, Stadt;14173010;Hohenstein-Ernstthal, Stadt;145240120.0
Lichtenstein/Sa., Stadt;14173130;Rund um den Auersberg;145245128.0
St. Egidien;14173250;Rund um den Auersberg;145245128.0
Oberwiera;14173200;Waldenburg;145245135.0
Remse;14173220;Waldenburg;145245135.0
Waldenburg, Stadt;14173260;Waldenburg;145245135.0
Dresden, Stadt;14262000;Dresden, Stadt;146120000.0
Arnsdorf;14292005;Arnsdorf;146250010.0
Bautzen, Stadt;14272010;Bautzen, Stadt;146250020.0
Burkau;14272030;Burkau;146250060.0
Cunewalde;14272050;Cunewalde;146250090.0
Demitz-Thumitz;14272060;Demitz-Thumitz;146250100.0
Doberschau-Gaußig;14272065;Doberschau-Gaußig;146250110.0
Elstra, Stadt;14292120;Elstra, Stadt;146250130.0
Göda;14272110;Göda;146250150.0
Großdubrau;14272130;Großdubrau;146250160.0
Haselbachtal;14292192;Haselbachtal;146250220.0
Hochkirch;14272170;Hochkirch;146250230.0
Bernsdorf, Stadt;14264000;Bernsdorf, Stadt;146250030.0
Königswartha;14272200;Königswartha;146250280.0
Kubschütz;14272210;Kubschütz;146250290.0
Lauta, Stadt;14292290;Lauta, Stadt;146250310.0
Lohsa;14292320;Lohsa;146250330.0
Neukirch/Lausitz;14272250;Neukirch/Lausitz;146250380.0
Oßling;14292410;Oßling;146250420.0
Ottendorf-Okrilla;14292415;Ottendorf-Okrilla;146250430.0
Radeberg, Stadt;14292445;Radeberg, Stadt;146250480.0
Radibor;14272280;Radibor;146250490.0
Schmölln-Putzkau;14272330;Schmölln-Putzkau;146250530.0
Schwepnitz;14292500;Schwepnitz;146250550.0
Sohland a. d. Spree;14272340;Sohland a. d. Spree;146250560.0
Spreetal;14292535;Spreetal;146250570.0
Steinigtwolmsdorf;14272350;Steinigtwolmsdorf;146250590.0
Wachau;14292560;Wachau;146250600.0
Weißenberg, Stadt;14272380;Weißenberg, Stadt;146250610.0
Wilthen, Stadt;14272390;Wilthen, Stadt;146250630.0
Bernsdorf, Stadt;14292020;Bernsdorf, Stadt;146250030.0
Bernsdorf, Stadt;14292590;Bernsdorf, Stadt;146250030.0
Bischofswerda, Stadt;14272020;Bischofswerda;146255207.0
Rammenau;14272290;Bischofswerda;146255207.0
Frankenthal;14272080;Großharthau;146255211.0
Großharthau;14272140;Großharthau;146255211.0
Großpostwitz/O.L.;14272150;Großpostwitz/O.L.;146255212.0
Obergurig;14272260;Großpostwitz/O.L.;146255212.0
Großröhrsdorf, Stadt;14292050;Großröhrsdorf, Stadt;146250200.0
Großröhrsdorf, Stadt;14292180;Großröhrsdorf, Stadt;146250200.0
Kamenz, Stadt;14292210;Kamenz, Stadt;146250250.0
Kamenz, Stadt;14292480;Kamenz, Stadt;146250250.0
Königsbrück, Stadt;14292260;Königsbrück;146255218.0
Neukirch;14292360;Königsbrück;146255218.0
Malschwitz;14272160;Malschwitz;146250340.0
Neschwitz;14272240;Neschwitz;146255223.0
Puschwitz;14272270;Neschwitz;146255223.0
Großnaundorf;14292170;Pulsnitz;146255231.0
Lichtenberg;14292310;Pulsnitz;146255231.0
Pulsnitz, Stadt;14292390;Pulsnitz;146255231.0
Großröhrsdorf, Stadt;14292400;Großröhrsdorf, Stadt;146250200.0
Pulsnitz, Stadt;14292430;Pulsnitz;146255231.0
Steina;14292540;Pulsnitz;146255231.0
Schirgiswalde-Kirschau, Stadt;14272040;Schirgiswalde-Kirschau, Stadt;146250525.0
Schirgiswalde-Kirschau, Stadt;14272180;Schirgiswalde-Kirschau, Stadt;146250525.0
Schirgiswalde-Kirschau, Stadt;14272320;Schirgiswalde-Kirschau, Stadt;146250525.0
Crostwitz;14292090;Am Klosterwasser;146255501.0
Nebelschütz;14292350;Am Klosterwasser;146255501.0
Panschwitz-Kuckau;14292420;Am Klosterwasser;146255501.0
Räckelwitz;14292440;Am Klosterwasser;146255501.0
Ralbitz-Rosenthal;14292450;Am Klosterwasser;146255501.0
Ebersbach-Neugersdorf, Stadt;14286070;Ebersbach-Neugersdorf, Stadt;146260085.0
Kottmar;14286090;Kottmar;146260245.0
Görlitz, Stadt;14263000;Görlitz, Stadt;146260110.0
Krauschwitz i.d. O.L.;14284160;Krauschwitz i.d. O.L.;146260250.0
Leutersdorf;14286220;Leutersdorf;146260280.0
Markersdorf;14284230;Markersdorf;146260300.0
Mittelherwigsdorf;14286240;Mittelherwigsdorf;146260310.0
Ebersbach-Neugersdorf, Stadt;14286260;Ebersbach-Neugersdorf, Stadt;146260085.0
Hähnichen;14284280;Rothenburg/O.L.;146265235.0
Oderwitz;14286315;Oderwitz;146260390.0
Ostritz, Stadt;14286340;Ostritz, Stadt;146260420.0
Seifhennersdorf, Stadt;14286410;Seifhennersdorf, Stadt;146260530.0
Zittau, Stadt;14286470;Zittau, Stadt;146260610.0
Bad Muskau, Stadt;14284010;Bad Muskau;146265203.0
Gablenz;14284040;Bad Muskau;146265203.0
Bernstadt a. d. Eigen, Stadt;14286020;Bernstadt / Schönau-Berzdorf;146265206.0
Schönau-Berzdorf a. d. Eigen;14286390;Bernstadt / Schönau-Berzdorf;146265206.0
Boxberg/O.L.;14284020;Boxberg/O.L.;146260060.0
Boxberg/O.L.;14284130;Boxberg/O.L.;146260060.0
Großschönau;14286120;Großschönau-Hainewalde;146265214.0
Hainewalde;14286140;Großschönau-Hainewalde;146265214.0
Herrnhut, Stadt;14286030;Herrnhut, Stadt;146260180.0
Herrnhut, Stadt;14286110;Herrnhut, Stadt;146260180.0
Herrnhut, Stadt;14286160;Herrnhut, Stadt;146260180.0
Herrnhut, Stadt;14286430;Herrnhut, Stadt;146260180.0
Großschweidnitz;14286130;Löbau;146265220.0
Lawalde;14286210;Löbau;146265220.0
Löbau, Stadt;14286230;Löbau;146265220.0
Rosenbach;14286370;Löbau;146265220.0
Dürrhennersdorf;14286060;Neusalza-Spremberg;146265224.0
Neusalza-Spremberg, Stadt;14286270;Neusalza-Spremberg;146265224.0
Schönbach;14286400;Neusalza-Spremberg;146265224.0
Kottmar;14286280;Kottmar;146260245.0
Kottmar;14286300;Kottmar;146260245.0
Bertsdorf-Hörnitz;14286040;Olbersdorf;146265227.0
Jonsdorf, Kurort;14286180;Olbersdorf;146265227.0
Olbersdorf;14286320;Olbersdorf;146265227.0
Oybin;14286360;Olbersdorf;146265227.0
Beiersdorf;14286010;Oppach-Beiersdorf;146265228.0
Oppach;14286330;Oppach-Beiersdorf;146265228.0
Königshain;14284150;Reichenbach/O.L.;146265232.0
Reichenbach/O.L., Stadt;14284310;Reichenbach/O.L.;146265232.0
Reichenbach/O.L., Stadt;14284380;Reichenbach/O.L.;146265232.0
Vierkirchen;14284430;Reichenbach/O.L.;146265232.0
Kreba-Neudorf;14284170;Rietschen;146265233.0
Rietschen;14284330;Rietschen;146265233.0
Hähnichen;14284090;Rothenburg/O.L.;146265235.0
Rothenburg/O.L., Stadt;14284350;Rothenburg/O.L.;146265235.0
Groß Düben;14284060;Schleife;146265237.0
Schleife;14284360;Schleife;146265237.0
Trebendorf;14284400;Schleife;146265237.0
Weißkeißel;14284460;Weißwasser/O.L.;146265242.0
Hohendubrau;14284106;Diehsa;146265502.0
Mücka;14284240;Diehsa;146265502.0
Quitzdorf am See;14284300;Diehsa;146265502.0
Waldhufen;14284440;Diehsa;146265502.0
Horka;14284110;Weißer Schöps/Neiße;146265503.0
Kodersdorf;14284140;Weißer Schöps/Neiße;146265503.0
Neißeaue;14284265;Weißer Schöps/Neiße;146265503.0
Schöpstal;14284370;Weißer Schöps/Neiße;146265503.0
Coswig, Stadt;14280040;Coswig, Stadt;146270010.0
Diera-Zehren;14280065;Diera-Zehren;146270020.0
Ebersbach;14285050;Ebersbach;146270030.0
Großenhain, Stadt;14285100;Großenhain, Stadt;146270060.0
Riesa, Stadt;14285160;Riesa, Stadt;146270230.0
Käbschütztal;14280150;Käbschütztal;146270080.0
Wilsdruff, Stadt;14280170;Wilsdruff, Stadt;146280410.0
Lommatzsch, Stadt;14280210;Lommatzsch, Stadt;146270130.0
Meißen, Stadt;14280240;Meißen, Stadt;146270140.0
